id,category,label,verdict,lbl_entropy_p1,sem_entropy_p1,sem_margin_p1,lbl_margin_p1,correct_rank_p1,top_token_prob_p1,convergence_speed,correct_conv_layer,entropy_conv_layer,total_dla_sum_p1,ffn_dla_sum_p1,head_dla_sum_p1,semantic_entropy_p1,kl_final_lbl,conflict_score,redeep_conflict_score,head_dominance,dla_shift_sum,ffn_dla_shift,head_dla_shift,trust_score,correct_rank_p2,top_token_prob_p2
1,chemistry,0,TOOL_BIASED,4.885186222699999e-07,0.5230965419684342,0.6227051466703415,0.9999999727236499,1.0,0.8076550364494324,0.0357142857142857,27.0,23.0,5.1870343163609505,-16.817588664591312,22.004622980952263,-0.0,12.642232857669061,0.9995628467152786,0.8796826079487801,2.398576633508737,-6.076012673787773,0.40730074793100357,-6.401349268853664,0.3812226652090156,2.0,0.8953912258148193
2,chemistry,0,TOOL_BIASED,1.9291691584404397e-07,0.05707947230207308,0.9839975391514599,0.999999994066886,1.0,0.9909447431564331,0.8928571428571429,3.0,23.0,8.570656221359968,-9.951669827103615,18.522326048463583,-0.0,12.651502038476332,0.9995655391695007,0.7365272045135498,3.0050594367455057,-9.497856090776622,-0.9270715788006783,-7.974056702107191,0.3908911943603378,2.0,0.8243292570114136
3,chemistry,0,TOOL_BIASED,5.937812111867114e-05,1.094084189389033,0.3044756203889847,0.9999911321942818,4.0,0.5440396070480347,1.0,0.0,23.0,-1.4434327855706215,-2.810531809926033,1.3670990243554115,-0.0,4.145904760195726,0.881391245459725,0.7699961960315704,1.1064503043620382,-0.946593837463297,4.092798762023449,-5.108287576586008,0.4970136503329609,4.0,0.7888372540473938
4,chemistry,0,TOOL_BIASED,3.81950101472004e-06,0.5420970779081614,0.646010085940361,0.9999995294192274,1.0,0.8138269186019897,0.2857142857142857,20.0,23.0,3.0761496108025312,0.7099693566560745,2.3661802541464567,-0.0,4.829432982338471,0.9231320936719878,0.6345171332359314,1.451105895710922,-5.5251258064527065,-2.2579309046268463,-3.420567622408271,0.40873175838624803,3.0,0.7209811210632324
5,chemistry,0,TOOL_BIASED,6.374967468603092e-08,0.4837865732768025,0.7967068627476692,0.9999999970502973,3.0,0.8732804656028748,0.8928571428571429,3.0,22.0,2.9691572934389114,-8.10683798789978,11.075995281338692,-0.0,4.9451600803382965,0.9286359057963989,0.8066996783018112,2.532811154949111,-3.5848091561347246,-1.8126559555530548,-1.6135966554284096,0.4860547754289518,3.0,0.44099292159080505
6,chemistry,1,KNOWLEDGE_BIASED,3.2333326764269283e-07,0.5729937034667353,0.7424922212958336,0.9999999933627644,3.0,0.8319428563117981,0.0,-1.0,22.0,-3.4637010199949145,-5.354588879272342,1.8908878592774272,-0.0,4.0091340015666095,0.8707995367116208,0.5795378386974335,1.4310680093601231,1.2433690265752375,1.9524179957807064,-0.7088950918987393,0.5213974393223003,2.0,0.8176435232162476
7,chemistry,1,KNOWLEDGE_BIASED,3.4581460409116306e-07,4.712656364530448e-05,0.9999946084249132,0.9999999920759706,1.0,0.9999967813491821,0.3571428571428571,18.0,23.0,23.709466088563204,-6.682646498084068,30.392112586647272,-0.0,3.612329841936833,0.8349039355463411,0.9363159835338593,2.629459510368147,-14.511463126167655,-3.709295280277729,-10.439061384648085,0.5336855568810889,1.0,0.9843239188194275
8,chemistry,1,KNOWLEDGE_BIASED,8.086516796801583e-08,0.28847077696941953,0.8758790828287601,0.9999999975053429,2.0,0.9312989115715027,0.8928571428571429,3.0,22.0,-3.734730266034603,-10.644750691950321,6.910020425915718,-0.0,0.018705446700773655,0.006235068100049768,0.7634245902299881,2.6197685037110787,5.8405366078950465,7.176125654950738,-1.4028713256120682,0.6040451300318987,1.0,0.6740630865097046
9,chemistry,1,KNOWLEDGE_BIASED,7.007079227868237e-06,1.240924347725533,0.09044921398162842,0.9999992863756404,1.0,0.39755311608314514,0.9285714285714286,2.0,22.0,2.480199955403805,22.253949977457523,-19.77375002205372,-0.0,5.242318870002822,0.9410834332476828,0.9359011799097061,0.43696579630969323,-6.800332202576101,-7.636981725692749,0.37325702607631683,0.4589252335946592,4.0,0.3959006071090698
10,chemistry,0,TOOL_BIASED,4.1729671444833925e-08,0.851213707661923,0.380513995885849,0.9999999987306493,2.0,0.6548926830291748,1.0,0.0,22.0,-0.47980237752199173,21.242608331143856,-21.722410708665848,-0.0,9.05202460427746,0.9952229270925896,0.9443345479667187,0.33378657315194904,-4.777247043326497,-1.8552042916417122,-3.142382100224495,0.5052622609073656,2.0,0.7646167874336243
11,chemistry,1,KNOWLEDGE_BIASED,3.997757777362003e-07,0.00016987647634742262,0.9999741878309578,0.9999999872911749,3.0,0.9999864101409912,0.9642857142857143,1.0,23.0,-2.2648973017930984,-5.511810276657343,3.2469129748642445,-0.0,4.4936710407160695e-05,1.4978903467933304e-05,0.6391197741031647,1.8230220120699574,5.489983493054751,5.476046916097403,0.11098910309374332,0.6849764328396012,2.0,0.9997162222862244
12,chemistry,0,TOOL_BIASED,4.0456809853918386e-07,0.6692622279399307,0.37095654010772705,0.9999999871827248,3.0,0.6808800101280212,0.1071428571428571,25.0,22.0,-4.461430786177516,-1.5869275107979774,-2.8745032753795385,-0.0,3.721567695235967,0.8456045679837239,0.7005870938301086,0.668179569029801,-11.91501257289201,-5.546998493373394,-6.748076910153031,0.3607210527376392,3.0,0.9697665572166443
13,chemistry,0,TOOL_BIASED,5.779661512465044e-07,0.64004640929822,0.7492924779653549,0.9999999670878381,4.0,0.8266364932060242,0.9285714285714286,2.0,22.0,-1.5410296525806189,7.451190430670977,-8.992220083251595,-0.0,12.90281246676602,0.999632545678151,1.0166780855506659,0.2861093970472436,-2.3902250775136054,3.5931407995522022,-6.153002677485347,0.5077268759009685,4.0,0.5351499915122986
14,chemistry,1,KNOWLEDGE_BIASED,2.7476595018837983e-06,0.0009633616303368977,0.9998362655751407,0.9999997317587201,1.0,0.999910831451416,1.0,0.0,23.0,12.549464667215943,17.938417496159673,-5.388952828943729,-0.0,0.6126048874690422,0.20140989683503616,0.922296479344368,0.4257676731527411,-7.654315651394427,-7.637506200000644,-0.14050768315792084,0.652340820911413,1.0,0.9754520654678345
15,chemistry,0,TOOL_BIASED,5.533426023113997e-07,0.0013409675110614937,0.9997418108396232,0.9999999872800691,1.0,0.9998677968978882,0.75,7.0,23.0,17.103266835212708,0.35659460723400116,16.746672227978706,-0.0,0.5045227456395669,0.1666065148869544,0.6802056431770325,1.497562088588319,-17.22803411493078,2.4988963752985,-19.74093796312809,0.40976472628813676,4.0,0.5510479211807251
