id,category,label,verdict,lbl_entropy_p1,sem_entropy_p1,sem_margin_p1,lbl_margin_p1,correct_rank_p1,top_token_prob_p1,convergence_speed,correct_conv_layer,entropy_conv_layer,total_dla_sum_p1,ffn_dla_sum_p1,head_dla_sum_p1,semantic_entropy_p1,kl_final_lbl,conflict_score,redeep_conflict_score,head_dominance,dla_shift_sum,ffn_dla_shift,head_dla_shift,trust_score,correct_rank_p2,top_token_prob_p2
1,chemistry,0,TOOL_BIASED,5.6763713226110996e-05,0.00016101315690943466,0.9999771401016915,0.9999922361041627,1.0,0.9999874830245972,1.0,0.0,28.0,21.89703793823719,-10.242682114243507,32.1397200524807,-0.0,15.351648837755466,0.9999281781125718,0.8175998032093048,1.2305653238377725,-35.28510763961822,-5.012520477175713,-30.197738975286484,0.44091395311373077,2.0,0.5447983741760254
2,chemistry,0,TOOL_BIASED,0.0006019197798283474,0.03664067225168081,0.9883841793052852,0.9999104942871782,1.0,0.9941324591636658,1.0,0.0,29.0,4.828932214528322,-12.119027629494667,16.94795984402299,-0.0,17.552740947741423,0.9999834427816405,0.8110092282295227,0.9525178147015838,-33.21895934827626,-7.843089364469051,-25.136728528887033,0.28448487488682705,2.0,0.9983464479446411
3,chemistry,1,KNOWLEDGE_BIASED,0.00022988426710699643,0.901270894195494,0.5702548027038574,0.9999619138634444,3.0,0.7051313519477844,0.0,-1.0,31.0,-0.037909556180238724,-9.002283342182636,8.964373786002398,-0.0,4.2801426588196935e-05,1.4267142195097611e-05,0.8885348588228226,1.088730834158577,-21.604296126402915,-10.01540070027113,-11.221211317926645,0.41991531260716075,4.0,0.9595648646354675
4,chemistry,1,KNOWLEDGE_BIASED,3.7128031564241486e-06,0.16780856312118864,0.9346361514180899,0.9999995557758297,2.0,0.9650278687477112,1.0,0.0,28.0,10.520524851977825,7.750225633382797,2.770299218595028,-0.0,1.0621388600125093e-06,3.5404628667082166e-07,0.9455538280308247,1.3283518638462584,-20.84327457100153,-2.0892326533794403,-18.746272802352905,0.5870669501115031,3.0,0.6887068748474121
5,chemistry,1,KNOWLEDGE_BIASED,5.8710570971734234e-08,0.32973709259462874,0.8790092058479786,0.9999999976619867,3.0,0.9228915572166443,1.0,0.0,28.0,-5.265305612236261,-12.977425545454025,7.712119933217764,-0.0,5.102374387568366e-05,1.7007914623587934e-05,0.8441453576087952,1.0922462336484495,-4.695953940972686,4.588957823812962,-9.343423452228308,0.6737701036635326,3.0,0.8680533766746521
6,chemistry,0,TOOL_BIASED,1.3092035844225108e-06,0.7141454581716218,0.5750083774328232,0.9999998148415656,3.0,0.7504804134368896,0.0,-1.0,24.0,-10.391178492456675,-7.946509532630444,-2.444668959826231,-0.0,4.670645174855347,0.9149138344296548,0.7624816000461578,0.6266593827988441,-3.3355811331421137,-4.25900730676949,0.9077266361564398,0.43926350501302036,2.0,0.9781113862991333
7,chemistry,1,KNOWLEDGE_BIASED,0.04242062867843745,0.43600527923006877,0.7639225870370865,0.9857392082922161,1.0,0.8735729455947876,1.0,0.0,31.0,-6.948331095278263,-13.225716888904572,6.277385793626308,-0.0,0.04930867222600412,0.016434744156224618,0.9371685534715652,1.040325588777558,-9.81452604336664,-3.0083910822868347,-6.798959709703922,0.6213705197404542,1.0,0.47969406843185425
8,chemistry,1,KNOWLEDGE_BIASED,8.379267911747116e-08,0.6793072625925971,0.5783002376556396,0.9999999968133415,3.0,0.7633873820304871,0.7777777777777778,8.0,28.0,-14.241327546536922,-20.404516972601414,6.163189426064491,-0.0,9.377946959225249e-05,3.125982318723538e-05,0.8917895928025246,0.9668278996793137,-8.405400259420276,1.221594549715519,-9.58477084338665,0.613253542189635,3.0,0.9942073822021484
9,chemistry,0,TOOL_BIASED,0.0012610255605274047,0.9764297164429033,0.3267098069190979,0.9997840061987517,1.0,0.6026571393013,0.36111111111111116,23.0,30.0,32.31653777509928,27.14114898443222,5.175388790667057,-0.0,9.980613377802005,0.9974249425375903,0.9390145987272263,1.1980683155493022,-31.909885374829173,-8.185879960656166,-23.87514489144087,0.2612073855292306,2.0,0.9967189431190491
10,chemistry,1,KNOWLEDGE_BIASED,1.6034520909592804e-05,0.10329846676581635,0.9704065723344684,0.9999978732063255,1.0,0.9822582006454468,0.41666666666666663,21.0,28.0,42.04585291445255,42.192066580057144,-0.14621366560459137,-0.0,7.813918630984193e-07,2.604639543661339e-07,0.8192544728517532,1.02694913014715,-7.548261860385537,-10.20334479212761,2.7498720586299896,0.6748759625240404,1.0,0.8484094738960266
11,chemistry,1,KNOWLEDGE_BIASED,2.3527147314650877e-06,0.0012292140047348347,0.9997626067488454,0.9999997462367674,3.0,0.9998792409896851,0.5555555555555556,16.0,28.0,-13.102073170244694,-10.0316301882267,-3.070442982017994,-0.0,0.0011226006035434603,0.0003742001837152614,0.9431313462555408,0.9618001624500463,-7.755291781271808,-5.890784129500389,-2.1369192078709602,0.684924431123515,3.0,0.9996354579925537
12,chemistry,1,KNOWLEDGE_BIASED,2.8276841254368553e-05,0.9507334623405308,0.39604194462299347,0.9999963641821523,3.0,0.6317620873451233,0.9722222222222222,1.0,29.0,8.961347803473473,16.900153145194054,-7.938805341720581,-0.0,9.815106406530275e-06,3.271702135498418e-06,0.8937729671597481,0.9412189566701432,-6.819217565469444,0.3315637558698654,-7.406729906797409,0.45071998015230885,2.0,0.8173000812530518
13,chemistry,1,KNOWLEDGE_BIASED,5.752003782045684e-07,1.2450424043341488,0.09581759572029114,0.9999999773086508,2.0,0.3988505005836487,0.7777777777777778,8.0,28.0,13.474644336849451,10.832866102457047,2.6417782343924046,-0.0,7.745420264771097e-08,2.5818067549236983e-08,0.9078996628522873,1.1770131352052475,3.9919975122902542,4.460157722234726,-0.7747428342700005,0.6438337406213848,1.0,0.32579055428504944
14,chemistry,0,TOOL_BIASED,0.000793934983354143,0.014974577893208774,0.996207321761176,0.9998548561998177,1.0,0.9980201721191406,0.7222222222222222,10.0,31.0,21.761449545621872,19.73467158153653,2.0267779640853405,-0.0,16.382417891749714,0.9999638734610123,0.9008695781230927,1.0783891650747652,-19.670797086437233,-18.192644361406565,-1.5404280852526426,0.47297778669925633,2.0,0.5068637132644653
15,chemistry,0,TOOL_BIASED,0.041516593682781704,0.6423672797847865,0.3997475802898407,0.9887140518985689,1.0,0.6972662806510925,0.08333333333333337,33.0,35.0,4.643022786825895,-11.11519268900156,15.758215475827456,-0.0,17.113765115210416,0.9999778138126921,0.9114609509706497,1.3722844990140965,-17.86828827438876,-7.667838461697102,-10.40068181231618,0.3415278756137323,4.0,0.8526048064231873
16,chemistry,1,KNOWLEDGE_BIASED,2.8142403699594316e-06,0.5148770369417393,0.6945191323757172,0.9999997314169349,2.0,0.8374244570732117,1.0,0.0,28.0,17.726579427719116,18.416961684823036,-0.69038225710392,-0.0,6.967371657035521e-06,2.322457219007665e-06,0.7517271786928177,1.1776599520011826,-16.258306057192385,-11.591389015316963,-4.5187371745705605,0.6307887123039074,4.0,0.6469342112541199
17,chemistry,1,KNOWLEDGE_BIASED,7.851597727541557e-06,0.0915326283347127,0.9682070519775152,0.9999990643056265,2.0,0.9831979870796204,0.75,9.0,29.0,23.799032866954803,13.88118001818657,9.917852848768234,-0.0,2.1255532624815918e-05,7.085177541486748e-06,0.8737238347530365,1.6492017399884857,-15.378980483859777,-13.41216541826725,-2.0297598391771317,0.6822886952536867,3.0,0.9692147374153137
18,chemistry,0,TOOL_BIASED,7.556384168447518e-05,7.556384168447518e-05,0.9999885578945396,0.9999885578945396,1.0,0.9999942779541016,0.33333333333333337,24.0,30.0,53.99095472693443,47.388256162405014,6.602698564529419,-0.0,10.528838271730102,0.9982125628629526,0.9112737029790878,1.0424289254498038,-84.57067321008071,-74.50282438099384,-10.219417072832584,0.2849859696847352,2.0,0.9999732971191406
19,chemistry,0,TOOL_BIASED,5.154735389153873e-05,0.12424463459269951,0.9553026389330626,0.9999937211641736,1.0,0.9760545492172241,0.7222222222222222,10.0,30.0,6.873248353600502,-9.024637088179588,15.89788544178009,-0.0,1.4086685312551093,0.4378406444584198,0.8297451287508011,1.2177648745118008,0.7791933454573154,-0.5243580192327499,1.4446674436330795,0.6120670704014634,1.0,0.9910877346992493
20,chemistry,1,KNOWLEDGE_BIASED,6.82534146709105e-07,0.5959301166740991,0.4494808614253998,0.9999999610005084,4.0,0.7242405414581299,1.0,0.0,28.0,-25.17661140114069,-22.937019679695368,-2.239591721445322,-0.0,1.322613753125567e-07,4.408712510418554e-08,0.9089160487055779,0.8626409684345382,1.620581331430003,0.6196144409477711,1.0732951797544956,0.6594559014069248,4.0,0.8702090978622437
21,physics,1,KNOWLEDGE_BIASED,4.54928737540372e-07,1.1506244444817504,0.07222115993499756,0.9999999765312584,3.0,0.43814167380332947,0.4722222222222222,19.0,28.0,7.993373546749353,5.19636993855238,2.797003608196974,-0.0,0.0004934471217023808,0.0001644823724174668,0.8298432528972626,1.2099497093162082,7.878661094000563,9.119257606565952,-1.089702419936657,0.44144115271083173,2.0,0.9849300384521484
22,physics,0,TOOL_BIASED,0.0010005345989404324,1.2866476855597542,0.17513161897659302,0.9998065902254893,2.0,0.4254564046859741,0.4722222222222222,19.0,28.0,-1.0637645572423935,-1.6246424838900566,0.5608779266476631,-0.0,20.561059559225075,0.9999977716005668,0.8872534036636353,0.8444224167573176,-9.018088411889039,-8.269694812595844,-0.7496855603531003,0.41862075693139206,4.0,0.8362798094749451
23,physics,1,KNOWLEDGE_BIASED,5.769649953938342e-07,0.817983119273614,0.06486693024635315,0.9999999696160984,2.0,0.516531229019165,0.38888888888888884,22.0,28.0,36.42124396562576,42.31462609767914,-5.893382132053375,-0.0,2.3802360533388475e-08,7.934120177796158e-09,1.018794709816575,1.0799525379326609,-19.5380521081388,-6.345248520374298,-13.189888626337051,0.4735731614669179,2.0,0.9966087341308594
24,physics,1,KNOWLEDGE_BIASED,9.473512336484961e-09,0.0652726014499367,0.9769846694543958,0.9999999996033808,1.0,0.9883095026016235,1.0,0.0,28.0,9.327331088483334,-12.807477921247482,22.134809009730816,-0.0,3.2326467429122275e-07,1.0775489143040716e-07,0.8120265156030655,1.304155584982897,-15.636444494128227,2.4747022539377213,-17.862615033984184,0.6826272966612078,1.0,0.9597727656364441
25,physics,1,KNOWLEDGE_BIASED,1.443149089991111e-07,0.8389634515595079,0.5426708161830902,0.9999999935771955,1.0,0.7020540237426758,0.9166666666666666,3.0,28.0,-6.613012623041868,-5.307429283857346,-1.3055833391845226,-0.0,6.307946471664492e-07,2.102648823888133e-07,0.9520253725349903,0.8748032468091216,7.192812723340467,9.085247829556465,-1.3663062937557697,0.5995478191062797,1.0,0.9915573596954346
27,physics,0,TOOL_BIASED,1.5079885100287495e-07,0.7098830658918518,0.42467397451400757,0.999999993302652,1.0,0.7001839280128479,0.8333333333333334,6.0,28.0,22.92940330505371,13.297456324100494,9.631946980953217,-0.0,15.44966192534073,0.9999327209105711,0.8862312138080597,1.1735424858358163,-33.632600801065564,-3.142098918557167,-30.81784263253212,0.2648635619076203,4.0,0.6182501912117004
28,physics,0,TOOL_BIASED,4.138068624552248e-08,0.20407545378132608,0.9318172596395016,0.9999999982275815,2.0,0.95943284034729,0.6111111111111112,14.0,28.0,-0.6829072386026382,-4.257707372307777,3.574800133705139,-0.0,14.336214846103147,0.9998586681733452,0.8367069065570831,0.9917936804741478,-18.193961606360972,-13.626029539853334,-4.725194029510021,0.2826135966233338,2.0,0.9810084104537964
29,physics,1,KNOWLEDGE_BIASED,2.2581962774432123e-06,0.3361513122121876,0.7924788296222687,0.999999746398089,1.0,0.8960642218589783,0.5,18.0,28.0,3.231334939599037,-31.659734286367893,34.89106922596693,-0.0,3.833269674774188e-07,1.2777565582580557e-07,0.8952288404107094,1.196914673449758,-20.938553624786437,3.727210082113743,-24.243198104202747,0.4569191840096083,2.0,0.9633325338363647
30,physics,1,KNOWLEDGE_BIASED,8.53055858574719e-05,0.6360845862352446,0.35848569869995117,0.9999871962741054,1.0,0.6786771416664124,1.0,0.0,30.0,3.7513567507267,2.624680958688259,1.1266757920384407,-0.0,3.525803107542044e-05,1.1752677024599032e-05,0.8551371842622757,0.9574091464120326,-0.2758284052833915,-0.00801289826631546,-0.19896215945482254,0.6585384316224929,1.0,0.8088203072547913
31,physics,0,TOOL_BIASED,1.1235477027875453e-08,1.317460417026622,0.15334364771842957,0.9999999995503803,2.0,0.40442177653312683,0.0,-1.0,28.0,-1.6295334557071328,-1.3106348384171724,-0.3188986172899604,-0.0,1.0180884170661348,0.3269084154854871,0.9675789847970009,0.9093051852203392,-3.367830508388579,-3.0720774177461863,-0.3045297712087631,0.5743365976591347,2.0,0.7649805545806885
