id,category,label,verdict,lbl_entropy_p1,sem_entropy_p1,sem_margin_p1,lbl_margin_p1,correct_rank_p1,top_token_prob_p1,convergence_speed,correct_conv_layer,entropy_conv_layer,total_dla_sum_p1,ffn_dla_sum_p1,head_dla_sum_p1,semantic_entropy_p1,kl_final_lbl,conflict_score,redeep_conflict_score,head_dominance,dla_shift_sum,ffn_dla_shift,head_dla_shift,trust_score,correct_rank_p2,top_token_prob_p2
1,chemistry,1,KNOWLEDGE_BIASED,1.4872564247025533e-05,0.956521503233998,0.14051884412765503,0.9999985267770626,1.0,0.5311418771743774,0.1785714285714286,23.0,21.0,1.7399200201034546,15.610076904296875,-13.87015688419342,0.6730116670092565,5.626458601751543e-07,1.8754862005838257e-07,0.9614648781716824,0.738956044762889,-32.54903297126293,86.94783091545105,-120.50529158115387,0.5478994881863237,2.0,0.9318832755088806
2,chemistry,0,TOOL_BIASED,1.567465448878388e-05,0.15203895499361236,0.9513775911182165,0.9999983404370028,2.0,0.9705991744995117,0.1071428571428571,25.0,19.0,-80.30824509263039,-83.5016698539257,3.1934247612953186,-0.0,9.575262693790014,0.996627324872037,0.9192062467336655,0.7006516745458143,-94.07814976200461,-9.810248404741287,-82.33640533685684,0.5266920997847516,3.0,0.9991472959518433
3,chemistry,1,KNOWLEDGE_BIASED,0.12197359537371891,0.041464746323121186,0.9871506332419813,0.9476763866841793,3.0,0.9933834671974182,1.0,0.0,-1.0,-11.750674396753311,-48.00313866138458,36.25246426463127,-0.0,0.006772442084061321,0.002257476859822856,0.98797925747931,1.3775516652147297,-6.499077916145325,-24.36799693107605,16.388718515634537,0.6385433881284351,4.0,0.7285418510437012
4,chemistry,1,KNOWLEDGE_BIASED,0.17368412115512366,0.5468727441649321,0.6389030665159225,0.9168850667774677,3.0,0.811819314956665,1.0,0.0,-1.0,-150.3783819079399,-5.65175461769104,-144.72662729024887,-0.0,0.5205175387809934,0.17178547011782663,0.7877017110586166,0.835508629298898,119.9820552021265,48.995041251182556,70.38099890947342,0.58090382775575,2.0,0.8177068829536438
5,chemistry,1,KNOWLEDGE_BIASED,0.0003299017842073789,0.4784413968107423,0.7789512202143669,0.9999428318787977,4.0,0.8720987439155579,0.0,-1.0,22.0,-91.63784873485565,-45.45701962709427,-46.18082910776138,-0.0,3.84545292856983e-05,1.2818176427864066e-05,0.9428834542632103,0.7622681384084237,79.19739307463169,82.23996970057487,-2.139741212129593,0.6504999745216522,4.0,0.8913705348968506
6,chemistry,0,TOOL_BIASED,3.396276882048322e-05,0.9601698171653624,0.32558977603912354,0.9999960459956583,3.0,0.5817306041717529,0.0,-1.0,22.0,-45.7122462913394,-28.043840482831,-17.668405808508396,-0.0,13.535282842339516,0.9997589473655023,0.9462475962936878,0.8684175251296833,-95.43530408293009,-79.4326690286398,-15.744897283613682,0.31248120985392613,2.0,0.9948681592941284
7,chemistry,1,KNOWLEDGE_BIASED,0.009826240767978821,0.18889401661224234,0.9210316129028797,0.9974567393073812,1.0,0.9584707617759705,0.8571428571428572,4.0,23.0,47.92142605781555,63.02452862262726,-15.103102564811707,-0.0,0.012942672731449221,0.004314197477805105,0.8733539432287216,0.9014360206128174,-110.83471847325563,-100.9113141298294,-10.168342590332031,0.6363495861423758,1.0,0.5488581657409668
8,chemistry,1,KNOWLEDGE_BIASED,1.2433003098000384e-07,1.0885032184049486,0.43573178350925446,0.9999999969183517,2.0,0.6001465320587158,1.0,0.0,22.0,-35.80748528242111,-47.765760242938995,11.958274960517883,-0.0,1.1079395773742736e-05,3.693131924564122e-06,0.9343172535300255,0.7592565782853982,-35.453437969088554,35.83620664477348,-70.3973023891449,0.6569712105395333,4.0,0.7417356967926025
9,chemistry,0,TOOL_BIASED,0.0017812119705197056,0.12260557623682089,0.9474689550697803,0.9997050690872129,4.0,0.9736723303794861,0.8928571428571429,3.0,22.0,-265.6736986041069,-118.48664629459381,-147.1870523095131,-0.0,0.00026188545114201877,8.729515015893033e-05,0.9287094250321388,0.8196040167073092,172.88519927114248,105.73136353492737,68.33962628245354,0.645005541359592,3.0,0.5667599439620972
10,chemistry,1,KNOWLEDGE_BIASED,1.1928425099729545e-05,0.14780106991625708,0.958744291216135,0.9999986367040492,1.0,0.9725881814956665,0.6785714285714286,9.0,22.0,182.4827117919922,105.08493864536285,77.39777314662933,-0.0,2.3938788174059695e-06,7.979596058018205e-07,0.7786256074905396,1.2119667886364496,-245.71060808748007,-244.99984347820282,-0.7152577638626099,0.6374558756799628,1.0,0.518017053604126
