id,category,correct_option,wrong_option,probe_correct,verdict_p2,final_answer_p2,rethink_answer,rethink_to_correct,rethink_mode,has_rethink,conflict_level,conflict_score,kl_final_lbl,trust_score,sem_margin_p1,lbl_entropy_p1,total_dla_sum_p1,rethink_ack_conflict,rethink_defers_to_tool,rethink_think_len,p2_correct,rt_correct,recovered,degraded,unchanged,verdict_rt
1,chemistry,1,2,True,KNOWLEDGE_BIASED,1,,False,N/A,False,none,1.8754862005838257e-07,5.626458601751543e-07,0.5478994881863237,0.14051884412765503,1.4872564247025533e-05,1.7399200201034546,False,False,0,True,False,False,False,False,NO_RETHINK
2,chemistry,1,2,True,TOOL_BIASED,2,2,False,reasoning,True,strong,0.996627324872037,9.575262693790014,0.5266920997847516,0.9513775911182165,1.567465448878388e-05,-80.30824509263039,False,False,0,False,False,False,False,True,TOOL_BIASED
3,chemistry,2,1,True,KNOWLEDGE_BIASED,2,,False,N/A,False,none,0.002257476859822856,0.006772442084061321,0.6385433881284351,0.9871506332419813,0.12197359537371891,-11.750674396753311,False,False,0,True,False,False,False,False,NO_RETHINK
4,chemistry,2,1,True,KNOWLEDGE_BIASED,2,,False,N/A,False,none,0.17178547011782663,0.5205175387809934,0.58090382775575,0.6389030665159225,0.17368412115512366,-150.3783819079399,False,False,0,True,False,False,False,False,NO_RETHINK
5,chemistry,3,1,True,KNOWLEDGE_BIASED,3,,False,N/A,False,none,1.2818176427864066e-05,3.84545292856983e-05,0.6504999745216522,0.7789512202143669,0.0003299017842073789,-91.63784873485565,False,False,0,True,False,False,False,False,NO_RETHINK
6,chemistry,4,2,True,TOOL_BIASED,2,4,True,reasoning,True,strong,0.9997589473655023,13.535282842339516,0.31248120985392613,0.32558977603912354,3.396276882048322e-05,-45.7122462913394,False,False,0,False,True,True,False,False,KNOWLEDGE_BIASED
7,chemistry,2,1,True,KNOWLEDGE_BIASED,2,,False,N/A,False,none,0.004314197477805105,0.012942672731449221,0.6363495861423758,0.9210316129028797,0.009826240767978821,47.92142605781555,False,False,0,True,False,False,False,False,NO_RETHINK
8,chemistry,3,1,True,KNOWLEDGE_BIASED,3,,False,N/A,False,none,3.693131924564122e-06,1.1079395773742736e-05,0.6569712105395333,0.43573178350925446,1.2433003098000384e-07,-35.80748528242111,False,False,0,True,False,False,False,False,NO_RETHINK
9,chemistry,4,1,True,TOOL_BIASED,1,,False,N/A,False,none,8.729515015893033e-05,0.00026188545114201877,0.645005541359592,0.9474689550697803,0.0017812119705197056,-265.6736986041069,False,False,0,False,False,False,False,False,NO_RETHINK
10,chemistry,3,1,True,KNOWLEDGE_BIASED,3,,False,N/A,False,none,7.979596058018205e-07,2.3938788174059695e-06,0.6374558756799628,0.958744291216135,1.1928425099729545e-05,182.4827117919922,False,False,0,True,False,False,False,False,NO_RETHINK
11,chemistry,2,1,True,TOOL_BIASED,1,,False,N/A,False,none,0.004916622278575876,0.01474998568782038,0.6724407424283295,0.9620020966976881,0.004527972429328906,-115.0898334980011,False,False,0,False,False,False,False,False,NO_RETHINK
12,chemistry,3,1,True,KNOWLEDGE_BIASED,3,,False,N/A,False,none,8.17404493900015e-06,2.45221348175466e-05,0.6612974963880094,0.6036519184708595,8.74154575809165e-05,59.25534784793854,False,False,0,True,False,False,False,False,NO_RETHINK
